Date,Time of Day,Category,Platform,Service Type,Customer Type,Ad Spend,Conversions,Daily Revenue
2024-07-28,Evening,Subscription,Instagram,Plumbing,New,95.5,3,156.42
2024-12-09,Evening,Service,Email,Bread,Returning,15.78,1,196.74
2024-07-28,Night,Subscription,Instagram,Coffee,New,74.63,2,85.26
2024-07-29,Night,Subscription,Instagram,Bread,Returning,81.43,5,298.55
2024-06-07,Evening,Subscription,Instagram,Plumbing,Returning,70.94,0,295.08
2024-07-07,Evening,Subscription,Google,Haircut,New,86.46,5,304.83
2024-12-06,Morning,Product,Email,Dress,New,88.4,2,424.95
2024-08-16,Night,Product,Instagram,Dress,New,42.87,1,306.08
2025-03-16,Afternoon,Subscription,Email,Dress,New,51.34,5,123.05
2024-07-11,Morning,Product,In-store,Plumbing,Returning,44.55,4,128.18
2024-05-10,Night,Subscription,Google,Bread,Returning,68.31,5,175.31
2024-12-08,Evening,Service,Instagram,Dress,New,86.51,3,302.23
2025-01-29,Night,Service,In-store,Coffee,Returning,59.53,2,144.45
2024-11-29,Night,Service,In-store,Haircut,Returning,70.05,2,434.61
2024-08-26,Afternoon,Subscription,Google,Coffee,Returning,60.22,0,185.83
2024-06-21,Night,Service,Google,Coffee,New,41.09,5,98.74
2024-07-29,Morning,Subscription,Instagram,Bread,Returning,24.27,3,155.35
2025-03-28,Night,Subscription,Instagram,Bread,New,94.46,2,213.49
2024-07-14,Night,Service,In-store,Coffee,Returning,72.8,5,395.93
2024-12-30,Evening,Subscription,Google,Bread,Returning,17.18,3,134.32
2024-07-29,Morning,Subscription,Email,Plumbing,Returning,81.82,3,297.49
2024-12-29,Afternoon,Service,Email,Coffee,New,55.69,4,95.29
2024-07-19,Night,Product,Google,Coffee,Returning,20.26,3,486.32
2024-07-09,Morning,Service,In-store,Haircut,New,42,1,464.68
2024-11-17,Night,Subscription,Google,Dress,New,81.77,1,425.58
2024-06-02,Afternoon,Product,In-store,Coffee,New,14.62,1,95.5
2024-11-25,Morning,Product,Instagram,Bread,Returning,45.28,0,248.36
2025-04-21,Morning,Subscription,In-store,Plumbing,New,27.19,3,244.83
2024-09-27,Night,Product,In-store,Plumbing,Returning,23.09,4,180.17
2025-04-23,Night,Subscription,Email,Dress,New,2.81,3,324.85
2024-10-12,Morning,Product,Instagram,Plumbing,Returning,53.49,3,352.85
2024-09-01,Afternoon,Service,Instagram,Coffee,Returning,8.43,0,201.09
2025-04-26,Afternoon,Service,Instagram,Dress,Returning,75.58,2,89.13
2024-10-16,Afternoon,Subscription,Instagram,Coffee,Returning,16.75,0,263.99
2024-09-05,Evening,Service,Google,Plumbing,Returning,10.96,0,403.16
2024-10-31,Night,Service,Email,Bread,Returning,46.19,1,338.4
2024-06-18,Morning,Service,Google,Plumbing,New,88.93,0,386.75
2024-11-29,Afternoon,Product,Instagram,Dress,Returning,58.1,2,369.84
2025-01-04,Morning,Product,Google,Bread,Returning,96.27,2,360.85
2025-04-29,Morning,Service,Google,Bread,New,91.11,4,130.89
2025-01-16,Night,Service,Email,Coffee,New,29.07,3,496.82
2024-07-05,Night,Service,Email,Plumbing,New,94.48,0,264.83
2025-04-19,Night,Subscription,Google,Plumbing,Returning,29.38,0,422.88
2024-07-31,Evening,Subscription,Email,Bread,New,23.46,0,62.24
2024-08-28,Night,Service,In-store,Bread,Returning,35.52,2,123.65
2024-11-20,Morning,Service,Email,Dress,Returning,13.17,0,338.39
2024-09-26,Night,Product,Google,Plumbing,New,29.42,3,379.38
2024-06-27,Night,Product,Instagram,Bread,Returning,52.73,1,401.5
2024-11-19,Morning,Product,Email,Bread,Returning,35.01,2,300.66
2024-08-01,Night,Service,In-store,Plumbing,New,37.04,0,113.26
2025-04-19,Morning,Service,Google,Plumbing,Returning,11.74,1,409.62
2024-10-18,Afternoon,Product,Email,Bread,New,98.4,2,400.19
2024-05-16,Night,Service,Instagram,Haircut,New,3.31,3,370.87
2025-02-20,Evening,Subscription,In-store,Dress,New,51.29,2,151.16
2024-10-12,Evening,Service,Instagram,Plumbing,Returning,34.97,5,421.04
2024-12-09,Evening,Product,Email,Bread,Returning,23.25,5,305.26
2025-02-27,Afternoon,Product,Email,Plumbing,New,50.45,0,282.3
2025-01-17,Night,Service,Instagram,Bread,Returning,86.35,0,60.78
2024-05-12,Evening,Subscription,Google,Haircut,New,13.8,0,488.41
2025-04-20,Night,Subscription,In-store,Plumbing,Returning,60.91,3,238.85
2024-11-18,Afternoon,Product,Instagram,Plumbing,New,66.48,1,335.42
2024-11-03,Evening,Subscription,Email,Plumbing,New,22.01,2,280.84
2025-04-04,Night,Service,Email,Dress,New,64.77,1,99.93
2024-12-01,Night,Service,Instagram,Bread,Returning,24.87,5,363.76
2024-07-18,Evening,Service,Google,Haircut,Returning,57.49,0,402.99
2024-12-04,Evening,Product,Instagram,Coffee,Returning,50.14,5,366.77
2025-04-19,Afternoon,Service,Google,Coffee,Returning,62.69,2,329.3
2025-01-19,Morning,Service,In-store,Haircut,New,51.04,0,41.81
2025-03-13,Night,Service,In-store,Bread,New,37.82,1,315.92
2024-05-05,Evening,Service,Google,Haircut,Returning,38.07,3,155.98
2025-03-23,Evening,Product,In-store,Bread,New,52.68,5,71.76
2024-11-19,Evening,Subscription,In-store,Coffee,New,29.19,4,52.42
2025-03-27,Evening,Subscription,Google,Plumbing,Returning,16.06,4,477.22
2025-03-18,Night,Subscription,Instagram,Dress,Returning,5.53,3,417.44
2024-12-08,Afternoon,Subscription,Google,Haircut,New,84.14,2,454.73
2025-03-25,Afternoon,Service,In-store,Coffee,Returning,69.15,1,292.35
2024-11-28,Morning,Product,Email,Haircut,New,29.94,1,355.25
2025-02-17,Morning,Subscription,Google,Dress,New,41.1,4,117.75
2025-04-01,Night,Subscription,In-store,Plumbing,Returning,41.69,5,72.61
2024-10-07,Afternoon,Product,Email,Bread,Returning,89.83,1,139.28
2024-11-20,Afternoon,Product,Email,Bread,New,57.21,3,405.68
2025-01-09,Evening,Product,Email,Haircut,Returning,0.62,2,294.36
2024-10-06,Evening,Product,Google,Bread,Returning,4.69,0,420.63
2025-03-05,Afternoon,Product,Google,Haircut,Returning,92.98,2,193.75
2024-12-22,Night,Product,Google,Haircut,New,40.3,4,150.32
2025-02-12,Morning,Subscription,Google,Plumbing,Returning,18.77,3,422.14
2025-02-17,Morning,Service,In-store,Plumbing,New,74.63,1,81.09
2024-12-12,Afternoon,Product,Instagram,Coffee,Returning,66.09,0,433.28
2025-01-06,Morning,Product,Google,Dress,New,66.69,2,151.84
2024-06-28,Afternoon,Service,Instagram,Plumbing,New,94.23,2,449.98
2025-04-13,Morning,Product,Instagram,Coffee,New,10.61,1,115.5
2024-05-18,Evening,Service,Instagram,Bread,New,82.71,4,358.83
2024-12-21,Afternoon,Subscription,In-store,Plumbing,New,22.15,5,387.1
2024-08-10,Night,Service,Instagram,Plumbing,Returning,25.23,5,142.01
2024-05-18,Morning,Product,Email,Bread,New,49.09,0,378.35
2024-08-28,Night,Service,Email,Plumbing,New,15.52,5,291.95
2024-07-05,Evening,Subscription,Email,Coffee,New,43.42,3,349.2
2024-10-28,Night,Subscription,Google,Bread,New,90.96,4,395.38
2024-06-26,Evening,Product,Email,Bread,Returning,86.82,3,39.53
2024-06-02,Afternoon,Service,Google,Dress,Returning,8.07,0,238.59
2025-01-28,Afternoon,Subscription,Email,Coffee,Returning,9.16,5,41.93
2024-12-01,Night,Product,Google,Plumbing,New,42.3,0,294.77
2024-10-20,Evening,Service,Email,Coffee,Returning,25.7,4,127.11
2024-10-14,Night,Service,Instagram,Haircut,New,78.05,5,385.79
2025-04-26,Night,Product,Email,Dress,Returning,92.44,4,151.55
2024-06-17,Night,Service,Email,Plumbing,Returning,0.69,5,136.31
2024-11-28,Evening,Subscription,Instagram,Haircut,New,37.14,2,439.54
2024-09-11,Morning,Service,Instagram,Coffee,Returning,69.62,0,266.94
2024-10-05,Evening,Product,Email,Coffee,New,67.85,1,228.5
2025-01-17,Evening,Service,Instagram,Haircut,Returning,22.6,3,96.92
2024-11-13,Night,Product,In-store,Coffee,Returning,82.49,0,63.74
2024-07-02,Evening,Subscription,Instagram,Plumbing,New,96.74,0,196.44
2024-05-12,Afternoon,Service,Email,Coffee,New,32.04,2,424.11
2024-12-23,Afternoon,Service,Google,Haircut,Returning,81.03,5,328.6
2025-03-01,Afternoon,Subscription,In-store,Plumbing,New,3.33,3,80.62
2024-11-09,Morning,Service,In-store,Dress,Returning,31.71,2,261.5
2024-06-18,Evening,Subscription,Email,Haircut,New,49.46,5,218.07
2024-09-26,Night,Subscription,Instagram,Bread,Returning,65.22,2,232.59
2024-06-16,Night,Subscription,In-store,Plumbing,New,45.9,5,302.18
2024-06-23,Afternoon,Product,Instagram,Dress,New,62.09,2,229.47
2025-02-27,Evening,Subscription,Email,Dress,New,65.69,5,57.39
2025-01-19,Afternoon,Product,Email,Bread,New,47.33,4,438.54
2024-09-07,Afternoon,Service,Google,Coffee,Returning,67.96,1,467.92
2024-10-14,Evening,Service,Instagram,Haircut,Returning,91.5,5,440.13
2025-01-08,Morning,Product,In-store,Coffee,New,0.85,4,260.89
2024-09-16,Evening,Subscription,Google,Plumbing,Returning,27.62,3,47.38
2024-08-19,Morning,Service,Google,Coffee,Returning,88.49,2,300.12
2024-05-07,Night,Service,Google,Haircut,Returning,50.71,3,358.3
2024-09-18,Night,Product,Instagram,Haircut,Returning,12.45,1,457.27
2025-03-20,Afternoon,Subscription,Instagram,Haircut,New,25.07,5,431.51
2025-01-11,Morning,Subscription,In-store,Dress,New,96.03,3,288.72
2024-06-28,Evening,Subscription,In-store,Haircut,Returning,11,4,324.17
2024-07-16,Afternoon,Service,Google,Bread,Returning,46.8,2,464.5
2024-05-07,Night,Subscription,In-store,Plumbing,New,76.11,0,320.58
2024-12-29,Evening,Subscription,Email,Dress,Returning,1.9,4,343.51
2024-12-06,Evening,Subscription,Google,Haircut,Returning,94.22,2,58.55
2025-02-10,Night,Service,Email,Coffee,Returning,90.36,2,272.71
2024-06-20,Afternoon,Service,Email,Plumbing,Returning,8.63,4,445.81
2024-07-25,Afternoon,Service,Google,Haircut,New,33.54,5,134.32
2024-05-20,Evening,Subscription,Email,Haircut,New,32.82,4,150.3
2025-01-24,Night,Subscription,Instagram,Plumbing,New,24.58,4,58.75
2025-02-15,Evening,Subscription,Google,Plumbing,New,43.7,5,134.08
2024-05-16,Evening,Service,In-store,Dress,Returning,65.91,3,66.48
2024-12-22,Evening,Product,Google,Plumbing,New,28.96,0,118.16
2025-03-26,Evening,Service,In-store,Plumbing,Returning,30.59,0,295.1
2024-07-28,Afternoon,Product,Email,Plumbing,Returning,57.11,0,470.59
2025-02-07,Evening,Product,In-store,Plumbing,New,72.76,0,113.52
2024-12-10,Evening,Subscription,Email,Coffee,New,44.06,0,254.03
2024-09-16,Evening,Product,Google,Bread,New,94.98,2,181.85
2025-03-15,Night,Subscription,Instagram,Haircut,New,30.66,5,419.11
2024-10-10,Afternoon,Subscription,In-store,Plumbing,New,78.53,5,388.89
2024-08-16,Afternoon,Subscription,Instagram,Coffee,Returning,95.68,3,365.76
2024-08-26,Afternoon,Service,In-store,Bread,Returning,24.38,5,212.87
2024-06-18,Morning,Service,In-store,Dress,Returning,33.21,1,146.08
2025-02-03,Afternoon,Subscription,In-store,Haircut,Returning,59.38,0,418.16
2024-07-14,Afternoon,Subscription,Google,Plumbing,Returning,96.6,2,244.39
2024-05-02,Evening,Service,Email,Haircut,New,18.11,0,465.06
2025-03-19,Night,Product,Instagram,Dress,New,1.14,4,56.56
2025-01-03,Evening,Subscription,Instagram,Haircut,New,86.6,5,426.47
2024-08-18,Night,Subscription,In-store,Haircut,Returning,64.55,2,94.04
2024-09-04,Evening,Service,Google,Haircut,New,92.15,3,117.53
2025-01-23,Night,Subscription,Email,Dress,Returning,58.81,1,203.32
2024-05-02,Afternoon,Product,Google,Bread,New,39.72,4,32.88
2024-08-19,Night,Product,Google,Bread,New,66.43,5,62.23
2024-10-02,Evening,Subscription,Instagram,Plumbing,Returning,73.27,4,88.08
2024-08-08,Evening,Service,Google,Plumbing,Returning,91.76,4,282.41
2024-10-23,Morning,Product,Instagram,Plumbing,New,68.7,3,306.01
2025-02-18,Evening,Subscription,Instagram,Plumbing,Returning,11.06,0,292.63
2024-09-03,Night,Subscription,Instagram,Plumbing,Returning,37.11,2,464.22
2025-04-18,Evening,Subscription,Email,Dress,New,62.01,1,70.27
2024-10-19,Afternoon,Service,Google,Bread,New,56.21,5,419.04
2025-03-02,Afternoon,Subscription,Google,Haircut,New,88.52,2,482.95
2025-04-06,Afternoon,Service,Google,Dress,New,37.09,1,345.86
2025-01-03,Evening,Product,Email,Dress,Returning,62.53,0,289.41
2024-08-29,Afternoon,Product,Google,Coffee,New,83.24,0,111.33
2024-05-17,Night,Product,In-store,Haircut,New,24.85,3,257.89
2024-07-24,Afternoon,Subscription,In-store,Haircut,New,41.32,0,124.31
2024-09-05,Morning,Subscription,Email,Coffee,New,41.75,5,180.18
2025-01-13,Evening,Product,In-store,Plumbing,Returning,37.03,1,305.76
2024-08-06,Evening,Subscription,In-store,Haircut,Returning,9.11,1,335.72
2024-06-20,Afternoon,Product,Instagram,Bread,New,45.35,3,407.3
2024-10-26,Evening,Product,Instagram,Dress,Returning,81.78,3,113.99
2024-07-08,Night,Service,Google,Coffee,Returning,89.81,5,309.45
2024-05-28,Morning,Product,In-store,Plumbing,Returning,89.25,2,191.22
2024-07-07,Afternoon,Subscription,In-store,Bread,Returning,91.69,0,311.22
2024-12-09,Evening,Product,In-store,Haircut,New,7.03,2,175.74
2025-02-08,Morning,Product,In-store,Bread,Returning,11.08,2,246.06
2024-10-22,Morning,Service,Email,Plumbing,New,76.77,5,329.63
2025-02-16,Morning,Product,In-store,Plumbing,New,44.03,2,55.65
2025-01-13,Morning,Product,In-store,Dress,New,47.73,5,374.31
2025-03-10,Evening,Product,In-store,Haircut,Returning,94.42,2,122.61
2024-10-24,Night,Product,Google,Haircut,New,61.38,3,301.96
2024-10-09,Morning,Subscription,Instagram,Coffee,New,66.13,3,91.83
2024-10-25,Afternoon,Product,Google,Dress,New,88.87,0,382.28
2024-11-17,Morning,Service,In-store,Plumbing,New,6.42,2,166.29
2025-01-25,Afternoon,Service,Google,Dress,Returning,92.11,5,271.21
2024-09-17,Night,Service,In-store,Dress,Returning,21.02,1,356.23
2025-03-14,Evening,Service,Instagram,Bread,New,94.46,1,390.17
2025-04-12,Afternoon,Subscription,Google,Haircut,New,57.23,2,306.26
2024-11-24,Afternoon,Subscription,In-store,Coffee,Returning,26.2,0,71.27
2024-11-04,Morning,Service,Email,Bread,Returning,16.71,3,334.88
2024-07-31,Night,Product,Email,Plumbing,New,35.6,2,35.57
2025-03-15,Morning,Service,In-store,Dress,Returning,61.99,0,376.83
2024-09-09,Night,Product,Google,Dress,Returning,31.39,1,413.95
2025-01-28,Morning,Product,In-store,Dress,Returning,77.91,5,29.49
2024-08-08,Evening,Service,In-store,Coffee,New,91.45,1,130.46
2025-03-02,Morning,Subscription,Email,Haircut,New,27.83,2,230.64
2025-04-11,Night,Subscription,Email,Coffee,Returning,19.35,5,344.76
2025-04-26,Morning,Subscription,Google,Plumbing,New,82.89,3,433.94
2024-05-13,Afternoon,Service,Instagram,Dress,Returning,16.58,1,331.4
2024-09-07,Evening,Subscription,Instagram,Dress,New,6.58,5,45.74
2024-10-02,Night,Service,In-store,Haircut,Returning,82.95,4,476.85
2024-07-29,Night,Product,Instagram,Coffee,Returning,6.31,2,498.01
2025-04-01,Morning,Service,Email,Haircut,New,19.87,1,451.24
2024-11-24,Night,Service,Email,Plumbing,Returning,81.2,1,275.31
2024-07-22,Night,Product,Google,Bread,Returning,2.25,1,104.74
2024-10-27,Night,Subscription,Email,Coffee,New,55.68,3,494.29
2025-02-09,Night,Product,Instagram,Coffee,New,81.85,1,114.14
2024-08-27,Afternoon,Product,Google,Bread,Returning,86.53,0,436.41
2025-04-18,Night,Product,Google,Plumbing,Returning,58.3,5,469.19
2025-03-25,Evening,Subscription,Email,Plumbing,New,68.57,3,84.11
2025-03-28,Evening,Subscription,In-store,Plumbing,Returning,67.42,4,355.54
2024-08-02,Evening,Service,Google,Plumbing,Returning,66.53,2,109.88
2024-09-05,Morning,Subscription,In-store,Haircut,Returning,63.79,0,344.76
2025-02-05,Evening,Subscription,Google,Dress,Returning,67.11,1,124.17
2024-07-13,Afternoon,Product,Google,Coffee,New,65.44,4,139.26
2025-04-21,Morning,Subscription,Google,Plumbing,Returning,34.09,4,447.35
2025-01-26,Evening,Product,Email,Plumbing,Returning,96.45,2,60.26
2024-09-04,Evening,Product,In-store,Bread,Returning,86.07,1,499.93
2025-04-19,Night,Service,In-store,Coffee,Returning,75.43,2,91.47
2024-11-29,Afternoon,Product,In-store,Plumbing,New,52.01,2,207.85
2024-09-11,Morning,Service,Instagram,Coffee,New,7.42,5,485.31
2024-10-23,Night,Product,Instagram,Bread,New,58.76,4,321.23
2024-11-19,Night,Service,Email,Dress,Returning,85.43,2,67.23
2025-01-17,Morning,Service,In-store,Haircut,New,11.36,2,422.38
2025-04-04,Night,Product,Google,Plumbing,Returning,76.05,3,306.78
2024-06-14,Afternoon,Product,Instagram,Dress,Returning,24.08,0,168.81
2024-10-24,Evening,Subscription,Email,Coffee,New,89.12,2,76.68
2024-08-21,Afternoon,Product,Email,Dress,Returning,76.81,2,280.8
2025-01-19,Evening,Service,Email,Plumbing,New,65.11,0,192.32
2025-01-18,Afternoon,Product,Email,Bread,Returning,35.22,3,62.71
2024-12-10,Evening,Product,Email,Plumbing,New,17.01,3,63.25
2024-09-07,Night,Service,Google,Coffee,Returning,12.87,2,380.21
2024-09-04,Evening,Subscription,Google,Dress,Returning,13.21,5,463.25
2024-07-21,Afternoon,Service,Instagram,Bread,Returning,30.21,5,207.36
2024-05-18,Morning,Product,Instagram,Dress,Returning,12.99,5,45.13
2024-05-26,Night,Product,Instagram,Plumbing,New,50.37,3,211.99
2024-12-31,Night,Service,Instagram,Coffee,New,42.72,3,437.36
2025-02-13,Night,Product,Google,Coffee,New,65.38,3,82.84
2025-01-23,Night,Service,Google,Haircut,New,27.99,4,340.99
2025-04-01,Evening,Service,Instagram,Bread,New,0.94,1,472.22
2024-06-02,Night,Service,Google,Bread,New,80.5,2,227.94
2024-10-11,Afternoon,Subscription,Google,Plumbing,New,77.16,0,300.98
2025-01-20,Afternoon,Subscription,Google,Coffee,New,49.28,3,231.49
2024-08-24,Evening,Subscription,Google,Plumbing,New,83.84,2,320.8
2024-08-26,Afternoon,Subscription,Instagram,Coffee,Returning,28.83,4,73.91
2024-06-06,Afternoon,Subscription,Google,Bread,Returning,42.61,3,40.75
2024-09-28,Evening,Product,In-store,Bread,New,59.63,0,298.15
2024-09-29,Night,Subscription,Instagram,Dress,Returning,93.06,1,213.53
2024-09-19,Afternoon,Subscription,Google,Haircut,New,68.61,1,436.61
2024-09-17,Morning,Product,In-store,Coffee,New,11.06,2,30.52
2025-04-19,Night,Product,In-store,Dress,New,76.42,0,84.44
2024-05-04,Morning,Subscription,Instagram,Dress,Returning,51.31,5,243.62
2024-05-13,Night,Service,Email,Haircut,New,95.59,4,174.98
2024-06-21,Morning,Service,Instagram,Haircut,New,58.75,1,85.6
2024-10-02,Night,Product,Google,Coffee,New,96.36,3,488.24
2024-12-23,Morning,Subscription,In-store,Bread,Returning,68.25,4,407.72
2024-05-24,Night,Product,Instagram,Haircut,Returning,71.66,3,234.87
2024-08-03,Morning,Service,Email,Dress,Returning,12.19,1,360.98
2025-01-31,Afternoon,Service,Email,Coffee,Returning,42.25,3,72.9
2024-07-22,Night,Product,Google,Coffee,New,41.41,2,445.91
2024-08-02,Afternoon,Subscription,Email,Coffee,New,33.48,5,359.86
2024-10-25,Night,Product,In-store,Coffee,New,63.42,3,281.67
2024-12-13,Night,Subscription,Email,Dress,Returning,10.04,4,331.91
2024-09-09,Evening,Subscription,Instagram,Haircut,New,17.61,0,397.58
2024-10-13,Evening,Subscription,Google,Dress,Returning,16.68,1,431.21
2024-05-07,Night,Service,Instagram,Dress,Returning,41.32,1,202.6
2024-07-05,Morning,Subscription,Google,Bread,New,80.26,5,453.35
2024-05-27,Evening,Subscription,In-store,Bread,Returning,28.95,4,97.36
2024-08-09,Afternoon,Product,Google,Haircut,Returning,6.5,1,316.71
2024-11-21,Night,Subscription,Instagram,Haircut,Returning,32.68,2,325.91
2024-05-27,Evening,Subscription,Instagram,Dress,Returning,62.01,1,438.73
2024-05-02,Evening,Service,Email,Bread,Returning,84.27,0,408.9
2024-07-10,Afternoon,Product,Google,Bread,Returning,78.47,3,259.5
2025-03-04,Night,Service,Instagram,Plumbing,Returning,40.33,5,283.55
2025-01-15,Night,Product,Email,Haircut,Returning,25.85,4,428.52
2024-07-13,Night,Service,Google,Bread,Returning,32.03,2,374.3
2025-02-16,Night,Product,Email,Bread,New,53.93,0,244.12
2024-08-20,Evening,Product,In-store,Dress,Returning,13.05,3,183.34
2025-03-14,Night,Product,Google,Plumbing,New,32.37,0,66.26
2024-07-27,Afternoon,Subscription,Google,Plumbing,Returning,71.76,0,35.39
2024-07-24,Afternoon,Product,In-store,Bread,New,50.52,0,244.92
2024-08-09,Evening,Service,Google,Plumbing,Returning,0.63,4,267.19
2024-05-27,Morning,Product,Google,Haircut,Returning,50.92,1,164.52
2025-01-04,Afternoon,Service,Instagram,Dress,Returning,24.66,1,59.82
2025-05-02,Evening,Subscription,Google,Plumbing,New,96.78,0,257.96
2024-12-03,Evening,Service,Google,Haircut,Returning,0.18,1,447.46
2024-10-25,Morning,Service,In-store,Bread,New,34.2,5,415.07
2024-08-14,Night,Subscription,Email,Dress,New,67.36,2,197.54
2025-01-06,Evening,Product,Google,Coffee,Returning,70.21,1,143.97
2024-08-30,Evening,Subscription,Instagram,Bread,Returning,3.1,0,341.99
2024-10-03,Morning,Subscription,Google,Bread,Returning,76.85,1,314.48
2025-01-09,Night,Subscription,Email,Plumbing,New,58.16,5,214.75
2024-09-26,Morning,Product,In-store,Coffee,New,81.61,0,86.79
2024-06-21,Evening,Subscription,Google,Bread,Returning,27.43,1,256.54
2024-12-03,Night,Service,Email,Dress,New,91.95,2,340.36
2025-03-16,Morning,Product,Google,Bread,New,94.56,1,91.9
2024-11-06,Evening,Product,Instagram,Coffee,New,6.57,2,393.09
2025-04-29,Evening,Product,Google,Coffee,Returning,73.37,5,294.48
2025-01-14,Morning,Service,In-store,Dress,Returning,70.45,1,434.02
2024-09-04,Night,Subscription,Instagram,Haircut,New,0.99,5,405.46
2024-06-15,Evening,Product,In-store,Haircut,Returning,40.69,4,184.57
2024-08-10,Evening,Subscription,Email,Dress,New,57.51,5,499.39
2024-06-02,Evening,Product,Google,Haircut,Returning,90.2,1,216.64
2024-09-07,Morning,Product,In-store,Coffee,New,30.86,4,136.69
2024-06-22,Evening,Subscription,Instagram,Dress,Returning,95.81,0,453.18
2024-10-28,Evening,Product,Email,Haircut,New,98.47,4,232.6
2024-06-28,Night,Service,Email,Haircut,Returning,55.34,2,57.04
2024-09-22,Night,Subscription,Email,Haircut,Returning,89.08,4,242.5
2024-09-26,Night,Subscription,Email,Bread,New,32.96,3,331.69
2024-11-07,Morning,Service,In-store,Bread,New,49.7,5,384.64
2024-05-15,Evening,Product,In-store,Bread,New,94.18,2,26.76
2025-04-28,Evening,Subscription,In-store,Bread,New,85.88,3,493.37
2024-07-24,Afternoon,Subscription,Email,Coffee,Returning,51.91,3,461.61
2024-07-06,Night,Product,Instagram,Dress,New,29.11,2,194.36
2025-01-01,Morning,Service,Email,Haircut,New,15.21,5,244.49
2024-06-27,Morning,Service,Google,Dress,Returning,24.11,5,229.83
2024-08-25,Morning,Service,Email,Bread,New,30.75,4,348
2024-07-18,Morning,Subscription,Email,Plumbing,New,71.03,2,153.82
2024-10-15,Afternoon,Product,Instagram,Plumbing,Returning,18.54,4,396.86
2024-07-22,Night,Product,Email,Dress,Returning,6.14,2,83.36
2025-03-14,Afternoon,Product,Instagram,Dress,New,4.1,0,224.04
2024-11-23,Afternoon,Service,Instagram,Bread,New,49.11,1,144.6
2024-10-21,Evening,Subscription,Instagram,Dress,Returning,75.86,3,402.15
2024-12-11,Morning,Subscription,In-store,Coffee,New,19.67,0,497.99
2025-01-29,Morning,Service,In-store,Coffee,Returning,69.14,2,495.78
2024-12-20,Night,Subscription,Google,Plumbing,New,21.75,4,183.93
2024-06-30,Morning,Service,Email,Plumbing,Returning,68.26,5,379.95
2024-09-04,Afternoon,Service,Email,Haircut,Returning,42.74,3,337.29
2024-12-24,Afternoon,Product,Google,Bread,Returning,65.81,3,46.88
2025-03-02,Night,Product,Email,Bread,Returning,49.37,5,274.83
2024-05-27,Night,Service,Email,Coffee,Returning,49.69,3,77.66
2025-01-08,Night,Service,In-store,Plumbing,Returning,11.27,4,409.16
2024-10-28,Afternoon,Service,Email,Dress,New,33.35,1,271.09
2025-03-23,Night,Subscription,Email,Bread,New,71.4,4,382.17
2024-12-17,Evening,Subscription,In-store,Haircut,New,22.51,1,196.41
2025-01-09,Evening,Service,Instagram,Dress,Returning,51.6,0,420
2024-08-14,Evening,Subscription,Google,Haircut,New,85.87,4,248.04
2024-12-23,Evening,Subscription,Google,Dress,Returning,59.84,5,61.38
2025-04-22,Afternoon,Service,In-store,Coffee,New,50.5,2,210.71
2025-04-14,Afternoon,Subscription,Instagram,Haircut,New,74.74,5,417.77
2024-05-09,Morning,Service,Instagram,Coffee,Returning,47.09,5,75.52
2024-07-14,Evening,Product,Email,Bread,New,58.16,0,185.42
2024-05-22,Afternoon,Service,Email,Coffee,New,62.24,4,103.98
2025-02-11,Night,Product,Instagram,Coffee,Returning,44.28,3,179.01
2024-11-30,Night,Service,Instagram,Coffee,New,23.81,0,446.83
2024-10-29,Morning,Product,Email,Bread,Returning,6.71,1,41.63
2025-01-30,Afternoon,Product,In-store,Dress,New,67.05,4,464.36
2025-03-22,Afternoon,Product,Instagram,Plumbing,Returning,20.43,0,31.84
2024-10-14,Morning,Subscription,In-store,Coffee,Returning,47.07,4,102.88
2024-12-15,Night,Service,Email,Coffee,New,2.2,4,22.68
2024-05-08,Evening,Service,In-store,Haircut,Returning,35.03,0,231.03
2024-06-04,Evening,Service,Google,Coffee,New,29.25,0,474.45
2024-05-20,Morning,Product,Email,Dress,New,66.49,4,291.34
2024-05-14,Afternoon,Product,In-store,Bread,New,25.26,2,395.88
2024-09-12,Afternoon,Service,Google,Coffee,New,75.46,1,488.07
2024-12-22,Morning,Subscription,Google,Dress,New,3,2,177.39
2024-05-07,Evening,Product,Instagram,Dress,Returning,10.82,0,495.27
2024-06-14,Evening,Subscription,Instagram,Bread,New,57.31,2,170.17
2024-06-18,Evening,Product,Instagram,Bread,Returning,53.64,4,485.44
2024-08-18,Night,Subscription,Instagram,Haircut,Returning,45.01,1,57.45
2024-11-28,Night,Subscription,Email,Dress,Returning,47.44,3,295.77
2024-09-15,Morning,Product,Email,Coffee,New,34.59,1,268.89
2024-12-06,Night,Service,Instagram,Bread,New,14.08,4,410.58
2025-01-27,Evening,Service,Google,Bread,Returning,86.37,5,234.57
2024-09-27,Morning,Product,In-store,Dress,Returning,48.15,0,192.65
2024-05-31,Morning,Subscription,Instagram,Haircut,New,67.98,0,409.81
2025-03-24,Evening,Subscription,In-store,Dress,Returning,89.95,5,196.95
2024-09-29,Afternoon,Product,Instagram,Plumbing,Returning,54.36,5,202.74
2024-08-22,Evening,Subscription,Email,Coffee,Returning,78.9,2,401.1
2024-08-31,Evening,Subscription,In-store,Plumbing,New,94.73,1,379.49
2025-04-09,Evening,Product,In-store,Plumbing,Returning,46.94,2,319.44
2025-04-25,Evening,Subscription,In-store,Haircut,New,49.65,1,410.33
